Participant,Session,Block,OnsetDelay,Condition,SphereBias,Shift,Percept,Time
DTS1997MRNO,2020-02-24-12-24-41,1,0.9051016374599302,Sphere,-1,-2,end,60.014797000356566
DTS1997MRNO,2020-02-24-12-24-41,2,1.4144498521758642,Sphere,1,-4,end,60.01475657054425
DTS1997MRNO,2020-02-24-12-24-41,3,1.185771943356106,Walker,-1,-2,down,6.321844631962904
DTS1997MRNO,2020-02-24-12-24-41,3,1.185771943356106,Walker,-1,-2,end,60.0148952759007
DTS1997MRNO,2020-02-24-12-24-41,4,1.2799001545683266,Walker,1,-4,down,11.14233906368895
DTS1997MRNO,2020-02-24-12-24-41,4,1.2799001545683266,Walker,1,-4,end,60.014876615987305
DTS1997MRNO,2020-02-24-12-24-41,5,1.4538667524276891,Walker,-1,0,down,4.320229305456223
DTS1997MRNO,2020-02-24-12-24-41,5,1.4538667524276891,Walker,-1,0,unclear,27.922545498311365
DTS1997MRNO,2020-02-24-12-24-41,5,1.4538667524276891,Walker,-1,0,up,28.689797599028907
DTS1997MRNO,2020-02-24-12-24-41,5,1.4538667524276891,Walker,-1,0,end,60.0149154908072
DTS1997MRNO,2020-02-24-12-24-41,6,1.379715254273026,Walker,1,2,up,2.201801676842024
DTS1997MRNO,2020-02-24-12-24-41,6,1.379715254273026,Walker,1,2,end,60.01487972597283
DTS1997MRNO,2020-02-24-12-24-41,7,0.82681052563539,Sphere,-1,-2,end,60.01492544276084
DTS1997MRNO,2020-02-24-12-24-41,8,0.8929485032215396,Walker,1,4,up,1.5346289118565437
DTS1997MRNO,2020-02-24-12-24-41,8,0.8929485032215396,Walker,1,4,end,60.01487817098018
DTS1997MRNO,2020-02-24-12-24-41,9,1.29200267324148,Sphere,-1,0,end,60.0148324541924
DTS1997MRNO,2020-02-24-12-24-41,10,1.0495188476616928,Sphere,1,4,end,60.01480944029936
DTS1997MRNO,2020-02-24-12-24-41,11,1.3712390460778436,Sphere,-1,4,end,60.014827789213996
DTS1997MRNO,2020-02-24-12-24-41,12,1.4130185991094546,Sphere,1,0,end,60.01491984478662
DTS1997MRNO,2020-02-24-12-24-41,13,0.7648811335753325,Walker,-1,4,up,2.001664464278292
DTS1997MRNO,2020-02-24-12-24-41,13,0.7648811335753325,Walker,-1,4,unclear,3.0358687076050046
DTS1997MRNO,2020-02-24-12-24-41,13,0.7648811335753325,Walker,-1,4,down,3.2860424780487847
DTS1997MRNO,2020-02-24-12-24-41,13,0.7648811335753325,Walker,-1,4,end,60.01491455781161
DTS1997MRNO,2020-02-24-12-24-41,14,1.244483398639608,Sphere,1,-2,end,60.014886256942646
DTS1997MRNO,2020-02-24-12-24-41,15,1.1163218636208572,Walker,-1,2,down,1.334493876282977
DTS1997MRNO,2020-02-24-12-24-41,15,1.1163218636208572,Walker,-1,2,end,60.01492730875225
DTS1997MRNO,2020-02-24-12-24-41,16,1.0502091303267316,Walker,1,0,down,1.1176184103683227
DTS1997MRNO,2020-02-24-12-24-41,16,1.0502091303267316,Walker,1,0,end,60.01482125824441
DTS1997MRNO,2020-02-24-12-24-41,17,0.8615227932671268,Walker,-1,-4,down,1.2515807279169167
DTS1997MRNO,2020-02-24-12-24-41,17,0.8615227932671268,Walker,-1,-4,end,60.01483898516199
DTS1997MRNO,2020-02-24-12-24-41,18,1.276079953626394,Walker,1,-2,down,1.167692599073689
DTS1997MRNO,2020-02-24-12-24-41,18,1.276079953626394,Walker,1,-2,end,60.01484427213745
DTS1997MRNO,2020-02-24-12-24-41,19,1.248863726848267,Sphere,-1,-4,end,60.0149288637449
DTS1997MRNO,2020-02-24-12-24-41,20,1.07739743695404,Sphere,1,-2,end,60.01489309891076
