Participant,Session,Block,OnsetDelay,Condition,Shift,Percept,Time
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,2.5354205871093143
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,down,4.67041598598297
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,8.756984024652951
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,down,14.111113080726994
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,18.08084485325375
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,unclear,18.164283379624493
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,21.216667801787395
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,down,25.069673088340068
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,32.74232883856624
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,down,40.81534944458386
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,47.02013299883035
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,down,49.20514990279949
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,up,53.024823068887514
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,down,57.311463755284166
ARB1971WRNO,2020-01-29-08-58-38,1,1.0786239487776608,Shift,2,end,60.01355489645985
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,3.3860209726771586
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,5.5543516019351955
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,9.023741749771489
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,11.675908415349681
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,15.745702168578134
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,21.983894969300422
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,27.22126737317825
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,33.72638894460829
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,43.283767431489196
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,47.220208445484786
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,48.58794122375963
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,52.97469178362297
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,down,54.675980254497176
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,up,59.67994291431205
ARB1971WRNO,2020-01-29-08-58-38,2,1.2951983820282729,Shift,4,end,60.01343951843512
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,down,7.572632021538084
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,up,10.92526676114602
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,down,12.659943953025277
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,up,14.41130306572785
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,down,17.79723447271465
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,up,22.450858135721262
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,down,25.753455198650784
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,up,28.021938307276855
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,down,31.77484180615437
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,up,39.897868678660416
ARB1971WRNO,2020-01-29-08-58-38,3,0.77979257487511,Shift,-3,down,44.267933896788634
