Participant,Session,Block,OnsetDelay,Condition,Distance,Display,Occlusion,Percept,Time
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,37.82918048754391
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,down,38.21275298191949
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,39.263547465966894
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,up,39.41366505097403
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,40.09752247363258
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,down,40.264307834501324
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,41.06494293659625
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,up,41.215105615033735
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,41.54863901807039
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,right,42.34928749269966
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,47.38651476296718
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,down,47.70343574621529
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,unclear,50.20534677470005
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,right,50.58903651199489
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,up,55.15922956785562
BDH1998WRNO,2019-11-11-09-11-07,12,1.0943748678634186,Ambiguity,-8.13,gear24-medium-strong,None,end,60.01288583649557
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,1.3010664440816981
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,right,3.018984956209806
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,4.353414319061358
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,4.703664012270565
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,left,4.820482431288838
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,5.888036743993325
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,6.088071823572136
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,7.355710352145707
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,7.572570257119878
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,13.110212697937186
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,13.36039602605615
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,17.046522114751497
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,17.213317427273978
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,19.431722637461917
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,19.598509864265907
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,21.76687691608231
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,22.51742192461279
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,25.037025438292858
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,25.269548313101495
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,right,28.15512482172562
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,left,30.056623665157076
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,right,31.74122808381526
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,left,33.542595565419106
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,right,34.760198734522874
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,37.629095649696865
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,38.062751084885804
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,40.76490835459981
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,41.04843438719308
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,42.63299110011212
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,42.79979947417951
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,45.46850332727354
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,45.601876633082156
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,47.7202562177622
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,47.87036136320239
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,48.88777800099888
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,49.0546423531182
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,50.13876772405092
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,50.422306196210684
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,51.67327352804159
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,51.923490753980786
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,52.90770618737861
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,down,53.27529943592799
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,unclear,54.208592879716434
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,up,54.55884319490406
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,left,59.32922216009365
BDH1998WRNO,2019-11-11-09-11-07,13,1.4370023603239095,Occlusion,-8.13,gear24,16.26,end,60.013062789336345
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,3.1366666811795767
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,3.5361269905638437
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,4.253277359428466
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,5.7044262467402405
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,6.004701223369466
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,6.571762618230423
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,6.821966471635278
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,8.523359640944363
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,8.773425104166108
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,9.540712214970881
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,9.757580205663544
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,10.758313518139857
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,10.94179619884153
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,11.35881931093536
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,11.576406619591125
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,12.47631755229122
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,13.243568588351991
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,16.930105182759235
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,17.079884100553954
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,17.615488629302945
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,17.89718884444528
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,18.46426454480843
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,18.93132674824119
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,19.982101328981116
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,20.182260804230737
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,20.66597741099031
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,21.03293033282671
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,21.166390715604848
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,21.349843852335198
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,21.600031534302616
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,21.8668938338933
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,22.217182711738587
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,22.367280393438705
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,22.600787548988592
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,22.91772128279308
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,23.101208006354227
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,23.3180122442659
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,23.634958417637336
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,23.985243252623604
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,24.23538739610649
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,24.452225531838394
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,24.969333668372656
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,25.202822786550314
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,25.452959466293123
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,25.58645032600998
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,25.953405424771063
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,26.10354384605307
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,26.320344352094708
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,26.954176366937645
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,27.421149938455528
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,28.055070585213343
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,28.572100352475445
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,29.639588735474717
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,31.22411092859511
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,31.35755887180585
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,right,35.29393950514168
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,left,36.34475544744191
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,right,37.362180792935305
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,38.76329369879977
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,left,38.779944370256544
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,right,40.2478338048968
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,left,41.198563167810335
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,right,41.91575054438681
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,42.58295200877228
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,left,42.71792877477128
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,43.73376341063067
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,right,43.933958338646335
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,44.467678894968685
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,44.734548658299445
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,45.318333807073486
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,45.65197450137566
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,46.28580682720758
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,46.53598175861907
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,47.15333694495439
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,47.52007186337869
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,48.08717088793037
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,48.10384861544526
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,48.95453338251127
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,48.971132118775586
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,49.80525515728914
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,53.47464722942868
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,up,53.64145529250709
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,unclear,57.76128097685432
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,down,57.79471386818932
BDH1998WRNO,2019-11-11-09-11-07,14,0.7616310064937012,Occlusion,-8.13,gear24,8.13,end,60.012977578302525
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,right,2.718841838991011
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,5.237477554356246
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,5.687756293954408
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,7.839438465504827
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,8.089638898028625
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,14.761437093420227
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,14.944942476332017
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,21.5500070594544
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,22.250588858003994
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,23.167985779086848
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,23.285358069826998
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,23.668296768262735
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,23.918546337075895
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,24.935924412214717
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,25.169499052416086
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,26.370354521440277
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,26.704018850919965
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,27.588677319497037
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,27.938285442036886
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,28.90577183470532
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,29.155965425467457
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,30.13995072687476
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,30.390196563818336
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,31.424330424755226
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,31.7412635365813
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,32.52522930786881
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,32.84210022185971
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,33.826169179355475
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,34.07631332283836
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,35.2606829446695
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,35.344056965753225
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,36.41230571728693
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,36.61182051197511
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,37.762544836864436
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,right,39.397127268588065
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,44.83472013773098
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,45.60191395178299
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,46.93628826955046
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,47.2699022187835
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,48.63769232348068
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,48.72103493465784
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,50.10539143274582
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,50.1387397350245
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,50.60580815824096
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,50.622478422015774
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,51.43977414722076
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,51.53986850133697
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,53.040948255754756
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,53.07502365072651
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,54.7589712602462
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,54.90911030350662
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,55.90984112806973
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,55.90992571712559
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,57.49449362565474
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,up,57.6445552326104
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,unclear,59.06229019892726
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,down,59.09579897162075
BDH1998WRNO,2019-11-11-09-11-07,15,0.9207506217555866,Separation,65.04,gear24,None,end,60.01308518055748
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,up,1.651358431818153
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,3.0190546177846045
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,down,3.202503400666501
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,4.136595775647038
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,up,4.286721135384141
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,4.903851787534677
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,down,5.087340377030614
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,6.088097635673421
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,up,6.304939192286383
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,6.7387575858033415
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,down,6.855361111301136
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,7.439123246876079
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,up,7.672673629921519
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,unclear,7.972894805423039
BDH1998WRNO,2019-11-11-09-11-07,16,0.8107143472108245,Ambiguity,-8.13,gear24-medium-strong,None,down,8.08962583648281
